salary,age,city_type,risk_appetite,years_to_retirement,basic_salary,hra_received,special_allowance,bonus,employer_pf,is_rented,rent_paid,existing_80C,existing_80D,existing_NPS,existing_80G,has_home_loan,home_loan_interest,has_education_loan,education_loan_interest,parent_senior,has_girl_child,gap_80C,gap_80D,gap_NPS,suggest_80C_topup,suggest_80D,suggest_NPS,best_80C_instrument,recommended_regime
2319604,24,1,2,36,997432,373079,293549,17354,21600,1,491640,79822,19744,35079,48251,0,0,0,0,1,0,70178,55256,14921,1,1,1,ELSS,0
1585261,57,1,2,3,575355,299126,274161,70669,21600,0,0,34380,15609,13743,33445,1,160747,1,21215,0,0,115620,9391,36257,1,1,1,NSC,0
2069995,22,0,3,38,762941,327683,242754,28891,21600,0,0,40594,16385,492,22554,0,0,0,0,0,1,109406,8615,49508,1,1,1,SSY,0
2608185,52,1,2,8,1054403,513340,417468,200853,21600,1,407004,62140,6413,37786,49237,0,0,0,0,0,1,87860,18587,12214,1,1,1,SSY,1
3268389,31,1,3,29,1169287,434231,417157,5552,21600,1,496764,17961,12449,40682,43614,1,61925,0,0,0,0,132039,12551,9318,1,1,1,ELSS,0
1685033,41,0,2,19,734119,264976,192854,181189,21600,1,128628,22506,18103,5049,39459,0,0,0,0,0,0,127494,6897,44951,1,1,1,PPF,0
3334951,34,1,1,26,1287780,405195,569689,202201,21600,1,124236,139518,15225,38349,46979,0,0,1,79990,0,0,10482,9775,11651,1,1,1,PPF,1
2330971,51,1,3,9,1144291,382945,377548,60110,21600,1,113568,73248,7129,47513,26013,0,0,0,0,0,0,76752,17871,2487,1,1,1,NSC,1
2515779,26,1,2,34,1025779,517090,347713,143105,21600,1,131592,144015,1817,35072,14741,0,0,1,76822,0,0,5985,23183,14928,1,1,1,ELSS,0
2090268,29,0,2,31,808678,398930,183414,163138,21600,0,0,29792,12363,34321,20344,0,0,0,0,0,0,120208,12637,15679,1,1,1,ELSS,0
774215,47,0,2,13,279344,140043,121170,80682,21600,1,450756,81170,14072,364,47478,0,0,0,0,0,0,68830,10928,49636,1,1,1,PPF,0
1553017,48,0,3,12,764540,274697,214022,48220,21600,0,0,9064,21683,28437,10591,0,0,0,0,0,0,140936,3317,21563,1,1,1,PPF,0
2496724,34,1,1,26,1129300,435668,213450,80112,21600,0,0,129137,49916,30533,26457,1,69688,0,0,1,0,20863,25084,19467,1,1,1,PPF,0
2867830,22,1,1,38,1253778,647327,463599,242023,21600,1,164364,86730,14022,49020,33210,0,0,0,0,0,0,63270,10978,980,1,1,1,PPF,1
2081162,32,1,2,28,778276,318270,309858,14271,21600,0,0,50825,4839,4197,18124,0,0,0,0,0,0,99175,20161,45803,1,1,1,ELSS,0
559843,39,1,1,21,257525,127911,75684,48122,21600,0,0,7758,11984,43696,20916,0,0,0,0,0,0,142242,13016,6304,1,1,1,PPF,0
1876108,56,1,1,4,720979,325310,151796,144302,21600,1,372816,24746,1756,45480,14801,0,0,1,93746,1,0,125254,73244,4520,1,1,1,NSC,0
1448174,39,0,2,21,702035,290901,184656,168646,21600,1,155172,64919,18662,22576,34170,0,0,0,0,0,1,85081,6338,27424,1,1,1,SSY,1
3452634,50,1,1,10,1385233,561659,626091,291602,21600,1,171648,6391,23371,22863,34382,0,0,0,0,0,0,143609,1629,27137,1,1,1,NSC,0
1616480,55,0,3,5,701144,288267,283497,97206,21600,0,0,91420,34137,31039,18146,1,149864,0,0,1,1,58580,40863,18961,1,1,1,SSY,0
2410060,29,0,1,31,1177608,596385,274241,57867,21600,0,0,78824,24783,18599,30549,1,131425,0,0,0,0,71176,217,31401,1,1,1,PPF,0
1330032,55,0,3,5,515039,223422,163502,146817,21600,1,65736,117901,2793,28728,48294,0,0,0,0,1,0,32099,72207,21272,1,1,1,NSC,0
1445471,51,0,1,9,671236,274056,284796,21249,21600,0,0,116696,16956,10026,23789,0,0,0,0,0,1,33304,8044,39974,1,1,1,SSY,1
3144441,47,1,3,13,1401227,762973,435270,259476,21600,1,325116,59580,19528,30240,33280,0,0,0,0,0,0,90420,5472,19760,1,1,1,PPF,1
2231850,45,1,1,15,885972,348762,437932,201152,21600,0,0,19345,36066,23496,8845,1,59032,0,0,1,0,130655,38934,26504,1,1,1,PPF,0
1489443,46,0,2,14,697571,334366,170471,35269,21600,0,0,112120,14391,520,22436,0,0,0,0,0,0,37880,10609,49480,1,1,1,PPF,1
1560727,26,0,2,34,754629,334542,263343,22150,21600,1,242088,77040,6124,13791,38901,1,145527,0,0,0,1,72960,18876,36209,1,1,1,SSY,0
1570013,35,1,2,25,687871,228653,268698,32738,21600,1,438960,132769,31156,41889,17805,0,0,0,0,1,1,17231,43844,8111,1,1,1,SSY,1
1404359,28,0,3,32,584572,315341,244983,157924,21600,1,169500,72895,17510,28011,37245,0,0,0,0,0,1,77105,7490,21989,1,1,1,SSY,1
1346881,26,0,1,34,498218,246116,267532,121236,21600,1,327864,11242,23061,12795,10890,0,0,0,0,0,1,138758,1939,37205,1,1,1,SSY,0
2123989,35,1,3,25,938539,350495,175524,252940,21600,1,245640,25248,5341,3580,11855,0,0,0,0,0,0,124752,19659,46420,1,1,1,ELSS,0
789823,46,1,1,14,393574,181469,150253,53631,21600,1,365040,108150,9227,42370,39951,1,82866,0,0,0,0,41850,15773,7630,1,1,1,FD,0
2365595,37,1,2,23,867695,361789,251290,5173,21600,1,238476,119411,50705,13188,7934,0,0,0,0,1,0,30589,24295,36812,1,1,1,ELSS,1
1104810,50,0,3,10,459362,181274,111066,115499,21600,1,135636,32841,18154,33068,29367,0,0,0,0,0,0,117159,6846,16932,1,1,1,NSC,0
506199,32,1,1,28,191599,66061,87549,28789,21600,0,0,133980,14325,12584,30654,0,0,0,0,0,0,16020,10675,37416,1,1,1,PPF,1
1059073,55,0,1,5,428279,196725,196856,605,21600,1,497352,72499,15922,44473,39158,1,73774,0,0,0,1,77501,9078,5527,1,1,1,SSY,0
2196115,55,0,3,5,802938,341927,207674,151213,21600,1,284448,143027,11866,13123,4822,0,0,0,0,0,0,6973,13134,36877,1,1,1,NSC,1
1239844,57,1,1,3,561632,292573,241033,133324,21600,1,354060,137139,66081,3114,46179,1,109754,0,0,1,0,12861,8919,46886,1,1,1,NSC,0
2699424,58,0,2,2,1302791,449318,521116,180986,21600,1,265920,35187,1394,24744,22631,0,0,0,0,0,0,114813,23606,25256,1,1,1,NSC,0
2554695,39,1,2,21,1042116,405568,328943,120900,21600,1,420156,122800,20017,32107,48436,0,0,0,0,0,0,27200,4983,17893,1,1,1,ELSS,1
1047526,57,1,1,3,413472,130955,149144,111388,21600,0,0,84663,20252,29199,9565,0,0,0,0,1,1,65337,54748,20801,1,1,1,SSY,0
1479549,23,1,2,37,714134,360755,234373,41432,21600,0,0,51148,1088,43141,43188,0,0,1,21276,0,0,98852,23912,6859,1,1,1,ELSS,0
2231075,57,1,3,3,948356,445889,278089,161412,21600,0,0,51639,12239,46441,8150,0,0,0,0,0,0,98361,12761,3559,1,1,1,NSC,1
783040,28,0,2,32,304797,160559,106430,72874,21600,1,309600,83147,11865,36515,31805,1,99721,0,0,0,0,66853,13135,13485,1,1,1,ELSS,0
3071404,46,1,3,14,1469299,622885,560806,328800,21600,0,0,102508,5535,49803,17857,0,0,0,0,0,0,47492,19465,197,1,1,1,PPF,1
1935858,57,1,3,3,696311,311986,337328,215370,21600,0,0,122295,40245,45965,34256,0,0,0,0,1,0,27705,34755,4035,1,1,1,NSC,1
481786,26,0,2,34,240017,116776,96352,12296,21600,1,161724,111873,8033,11547,22467,1,87360,0,0,0,1,38127,16967,38453,1,1,1,SSY,0
3398920,41,1,2,19,1345837,571566,433511,43904,21600,1,255912,67627,3867,35918,817,0,0,0,0,0,0,82373,21133,14082,1,1,1,PPF,1
1700656,43,1,1,17,669414,351430,218745,30915,21600,1,75072,26088,5097,48180,32065,0,0,0,0,0,0,123912,19903,1820,1,1,1,PPF,0
838072,58,0,1,2,346343,125852,84299,45379,21600,1,87984,8146,24037,14266,9857,0,0,1,82616,0,0,141854,963,35734,1,1,1,NSC,0
919750,23,1,1,37,327209,148885,123660,91730,21600,1,186600,53489,4152,8260,34914,1,179235,0,0,0,0,96511,20848,41740,1,1,1,PPF,0
1371820,57,1,2,3,640634,280753,266471,84416,21600,0,0,83713,5997,24097,47715,1,53844,1,82329,0,0,66287,19003,25903,1,1,1,NSC,0
2763281,33,1,1,27,980258,314759,532983,260226,21600,1,447708,125485,585,17204,28065,0,0,0,0,0,0,24515,24415,32796,1,1,1,PPF,1
3270199,49,1,3,11,1150240,451983,369133,39947,21600,0,0,138557,70038,46391,6570,1,81763,1,19948,1,0,11443,4962,3609,1,1,1,PPF,0
1851292,54,0,3,6,653053,219933,316895,133674,21600,0,0,20598,9533,2376,7704,0,0,1,109207,1,0,129402,65467,47624,1,1,1,NSC,0
1281674,55,1,1,5,592108,316844,107511,106669,21600,1,480132,108584,7856,2440,20062,0,0,0,0,0,0,41416,17144,47560,1,1,1,NSC,1
3094625,50,1,2,10,1328099,483791,446561,66075,21600,1,240240,85078,18695,21861,561,0,0,0,0,1,1,64922,56305,28139,1,1,1,SSY,0
462620,23,0,3,37,189204,93244,92438,18496,21600,1,153684,135027,5700,21772,41615,0,0,0,0,0,0,14973,19300,28228,1,1,1,ELSS,1
1285530,27,1,2,33,576587,295217,199055,19309,21600,1,391596,139901,22433,35261,7745,1,194189,0,0,0,0,10099,2567,14739,1,1,1,ELSS,0
1183251,34,1,1,26,418843,169272,193121,327,21600,1,328032,50911,6646,5853,30333,0,0,0,0,0,0,99089,18354,44147,1,1,1,PPF,0
1425877,44,1,3,16,673117,306605,169063,57310,21600,1,443916,104436,28890,49470,38432,1,52906,0,0,1,0,45564,46110,530,1,1,1,PPF,0
2374954,52,1,3,8,1005550,479931,355829,274732,21600,1,145752,142181,22628,38993,48520,0,0,0,0,0,0,7819,2372,11007,1,1,1,NSC,1
2562593,28,0,2,32,1249597,576398,485482,171354,21600,1,357144,37183,15730,40475,41052,0,0,0,0,0,0,112817,9270,9525,1,1,1,ELSS,0
870924,34,1,3,26,423430,203609,162238,91719,21600,1,292932,74699,13412,32885,11993,0,0,1,26154,0,0,75301,11588,17115,1,1,1,ELSS,0
2224745,53,0,3,7,827557,354888,422832,58820,21600,0,0,64682,20793,6086,4646,1,143885,1,43650,1,1,85318,54207,43914,1,1,1,SSY,0
1924306,56,0,1,4,909564,373788,202123,110759,21600,0,0,133670,12258,25248,34326,1,100828,1,77189,0,0,16330,12742,24752,1,1,1,NSC,0
1384660,35,0,2,25,638186,347097,139208,145115,21600,1,270360,70394,14350,21956,46549,0,0,0,0,0,0,79606,10650,28044,1,1,1,ELSS,1
698268,23,1,2,37,299987,161113,112378,59149,21600,1,338208,60384,8576,14394,18889,1,126489,0,0,0,0,89616,16424,35606,1,1,1,ELSS,0
1160116,29,0,2,31,414311,227634,141678,35510,21600,1,326832,110969,2289,8417,33589,0,0,0,0,0,0,39031,22711,41583,1,1,1,ELSS,1
1897018,35,0,2,25,778189,357047,229278,89106,21600,0,0,26289,5808,12521,23581,1,68254,0,0,0,0,123711,19192,37479,1,1,1,ELSS,0
1959598,45,1,2,15,832561,412226,330928,157589,21600,1,366072,95457,10843,45872,32900,1,131846,0,0,0,0,54543,14157,4128,1,1,1,PPF,0
2421286,22,0,3,38,1143123,409108,315217,103472,21600,0,0,59089,19504,46421,22182,0,0,0,0,0,0,90911,5496,3579,1,1,1,ELSS,1
595221,49,0,2,11,283769,115890,110092,31538,21600,0,0,60125,17929,45880,27877,1,66102,0,0,0,0,89875,7071,4120,1,1,1,PPF,0
1352960,49,1,1,11,620547,286498,260808,78245,21600,0,0,131006,19824,7470,14599,0,0,1,93064,0,0,18994,5176,42530,1,1,1,FD,0
3287215,49,1,1,11,1335556,617520,575715,212950,21600,0,0,58727,10056,13148,37199,1,183607,0,0,0,0,91273,14944,36852,1,1,1,FD,0
981532,46,1,1,14,413588,227452,93036,5595,21600,0,0,103373,6063,48243,38222,1,67300,0,0,0,0,46627,18937,1757,1,1,1,FD,0
424075,27,1,1,33,157212,61285,78453,1257,18865,0,0,37276,5266,38101,31225,1,162180,0,0,0,0,112724,19734,11899,1,1,1,PPF,0
3477586,25,1,2,35,1278280,474636,611839,30240,21600,1,99972,95779,15315,26961,36838,0,0,0,0,0,0,54221,9685,23039,1,1,1,ELSS,1
667346,47,1,2,13,235581,75249,74613,61349,21600,0,0,104298,6871,33788,45751,0,0,0,0,0,0,45702,18129,16212,1,1,1,PPF,1
3335038,43,1,2,17,1281972,588526,332133,111308,21600,1,97860,72522,6465,30103,20801,0,0,0,0,0,0,77478,18535,19897,1,1,1,PPF,1
853470,43,0,2,17,404343,219251,113266,87446,21600,1,539892,146565,11719,11370,41551,1,128076,0,0,0,0,3435,13281,38630,1,1,1,PPF,0
2557651,51,0,3,9,1067937,489960,508576,200895,21600,0,0,31361,22009,45994,9303,0,0,0,0,0,0,118639,2991,4006,1,1,1,NSC,0
861879,23,1,3,37,336483,122721,120395,58291,21600,1,303588,113017,2687,39816,27816,0,0,0,0,1,0,36983,72313,10184,1,1,1,ELSS,1
950859,48,1,1,12,455589,221654,104165,3515,21600,1,243768,118276,41069,7999,10908,0,0,0,0,1,0,31724,33931,42001,1,1,1,FD,1
2890479,24,0,2,36,1252758,380458,365304,190632,21600,1,368544,149660,46422,13419,12009,0,0,1,34048,1,1,340,28578,36581,1,1,1,SSY,1
1998339,34,0,1,26,869336,348704,264662,38764,21600,1,251160,92660,4594,26671,4431,1,181552,0,0,0,0,57340,20406,23329,1,1,1,PPF,0
1643055,57,1,1,3,735507,284253,314289,196175,21600,1,299448,136186,7559,37377,48994,1,116338,0,0,0,0,13814,17441,12623,1,1,1,NSC,0
348087,40,1,2,20,128052,61223,29849,38734,15366,1,270504,97418,20763,15911,5402,1,69172,0,0,0,0,52582,4237,34089,1,1,1,ELSS,0
953822,23,1,3,37,368994,157837,181276,56090,21600,0,0,61111,9024,33374,11085,0,0,0,0,0,0,88889,15976,16626,1,1,1,ELSS,0
2346100,27,0,3,33,1031459,338626,454409,59691,21600,1,459708,115711,33939,12203,41494,0,0,0,0,1,0,34289,41061,37797,1,1,1,ELSS,1
3398582,58,1,1,2,1297876,686320,543387,139832,21600,1,530748,23352,22308,36849,6344,1,166991,0,0,0,0,126648,2692,13151,1,1,1,NSC,0
1134307,26,1,1,34,456800,203626,219305,83526,21600,1,366864,59861,9012,43567,32217,0,0,0,0,0,0,90139,15988,6433,1,1,1,PPF,1
2221943,25,0,3,35,1043105,352728,191865,142453,21600,1,330720,146219,4436,4111,21284,0,0,0,0,0,0,3781,20564,45889,1,1,1,ELSS,1
1796781,28,1,2,32,645668,293196,161229,192726,21600,1,246348,47645,13286,41477,33815,0,0,0,0,0,0,102355,11714,8523,1,1,1,ELSS,0
690287,30,1,1,30,277848,112736,115950,30703,21600,1,282468,34800,10238,24384,30129,0,0,0,0,0,0,115200,14762,25616,1,1,1,PPF,0
2446660,37,1,2,23,1023276,330146,451383,16408,21600,0,0,112065,3019,36141,27460,0,0,1,91410,0,1,37935,21981,13859,1,1,1,SSY,0
1599313,51,0,1,9,595354,221693,248835,10222,21600,1,66624,105896,53033,868,23043,0,0,0,0,1,0,44104,21967,49132,1,1,1,NSC,1
1981975,39,1,3,21,738269,245312,347417,207186,21600,1,287712,30270,17289,20687,36136,0,0,0,0,0,0,119730,7711,29313,1,1,1,PPF,0
957870,43,1,2,17,378653,132230,97582,61749,21600,0,0,127406,8128,24501,23438,0,0,0,0,0,0,22594,16872,25499,1,1,1,PPF,1
2832313,38,1,2,22,1208036,491703,255723,122963,21600,1,162216,1524,6113,4446,47215,1,51699,0,0,0,0,148476,18887,45554,1,1,1,ELSS,0
1718387,28,1,3,32,824660,439000,265127,1953,21600,1,455916,89912,7979,43380,24479,0,0,1,25259,0,1,60088,17021,6620,1,1,1,SSY,1
2373613,26,0,3,34,843826,255456,198132,187688,21600,0,0,70816,21395,31210,28190,0,0,0,0,1,0,79184,53605,18790,1,1,1,ELSS,0
459825,41,1,2,19,206240,92922,77739,29361,21600,1,306648,69764,4030,39370,29781,0,0,0,0,0,0,80236,20970,10630,1,1,1,PPF,1
2374892,40,1,1,20,844488,270761,372025,123770,21600,1,113592,103600,6573,5589,13990,0,0,0,0,0,0,46400,18427,44411,1,1,1,PPF,1
1598272,33,0,2,27,715896,320640,213129,164937,21600,1,419280,89570,17809,22771,12682,0,0,0,0,0,0,60430,7191,27229,1,1,1,ELSS,1
3300574,40,1,2,20,1647485,871461,557847,251472,21600,1,212628,67077,21992,33695,46245,0,0,0,0,0,1,82923,3008,16305,1,1,1,SSY,1
2642323,56,0,3,4,1131558,589088,480561,77004,21600,0,0,40738,5441,13888,9329,0,0,0,0,0,1,109262,19559,36112,1,1,1,SSY,0
3171094,55,1,3,5,1557606,745331,560974,210880,21600,1,318756,15255,21037,42328,42585,1,120178,0,0,0,1,134745,3963,7672,1,1,1,SSY,0
1737104,45,1,2,15,658342,319559,346892,7945,21600,0,0,149269,252,3462,39892,0,0,1,80413,0,1,731,24748,46538,1,1,1,SSY,0
1381857,45,1,3,15,659244,341540,199042,81123,21600,1,122880,25502,10870,6838,39302,1,123903,1,78976,0,0,124498,14130,43162,1,1,1,PPF,0
1831045,34,1,2,26,653165,345561,232059,38572,21600,0,0,4220,52332,7777,41894,1,172547,0,0,1,1,145780,22668,42223,1,1,1,SSY,0
544257,34,0,1,26,224610,74690,88855,41354,21600,1,264540,60493,893,7681,39959,0,0,0,0,0,0,89507,24107,42319,1,1,1,PPF,0
1327939,51,0,1,9,589445,221955,176675,96963,21600,0,0,62984,74766,14966,7256,1,111104,0,0,1,0,87016,234,35034,1,1,1,NSC,0
2569726,38,1,2,22,1273401,496222,338050,69114,21600,0,0,8879,10050,5802,28588,0,0,0,0,1,0,141121,64950,44198,1,1,1,ELSS,0
3327710,50,1,3,10,1379195,625759,452102,3401,21600,1,67548,24262,18317,3006,10880,0,0,1,118482,0,0,125738,6683,46994,1,1,1,NSC,0
1549124,48,1,2,12,703351,276692,130404,25707,21600,1,383748,14331,5359,7953,14268,0,0,0,0,0,0,135669,19641,42047,1,1,1,PPF,0
317316,33,1,3,27,115578,51884,27337,16185,13869,1,235752,39874,25498,15533,7306,1,170475,0,0,1,0,110126,49502,34467,1,1,1,ELSS,0
2322734,27,0,2,33,893993,319494,214278,262113,21600,0,0,136477,16595,36118,8953,0,0,0,0,0,0,13523,8405,13882,1,1,1,ELSS,1
944054,26,1,3,34,419870,190339,96638,95620,21600,1,265752,147591,14115,17312,6464,0,0,0,0,0,0,2409,10885,32688,1,1,1,ELSS,1
2791570,32,1,2,28,1260116,438427,391244,237480,21600,1,310464,148079,4971,11341,34499,0,0,0,0,0,0,1921,20029,38659,1,1,1,ELSS,1
1672509,52,0,1,8,827347,396378,282499,56812,21600,1,527400,41735,24072,44015,21887,1,52492,0,0,0,0,108265,928,5985,1,1,1,NSC,0
2748787,33,1,1,27,1071549,365470,339134,83071,21600,0,0,42687,19830,13852,47590,0,0,0,0,0,0,107313,5170,36148,1,1,1,PPF,0
561124,29,1,2,31,205980,104503,94179,21554,21600,1,445620,59852,14764,29193,38458,0,0,1,37210,0,0,90148,10236,20807,1,1,1,ELSS,0
2815249,51,1,2,9,1154743,413391,251825,83261,21600,1,483864,135755,16176,34365,31378,0,0,1,42620,0,0,14245,8824,15635,1,1,1,NSC,1
890070,45,1,2,15,387056,138529,92636,69211,21600,1,117924,71289,18289,46006,25787,1,53880,0,0,0,0,78711,6711,3994,1,1,1,PPF,0
1335930,43,1,2,17,559965,259507,141635,72962,21600,0,0,12383,5671,48951,7911,0,0,0,0,0,0,137617,19329,1049,1,1,1,PPF,0
1742751,54,0,1,6,784670,410873,330227,161438,21600,0,0,37574,10994,26938,4937,1,163026,0,0,0,0,112426,14006,23062,1,1,1,NSC,0
1739265,44,1,3,16,717200,333673,192593,188680,21600,1,517212,45461,11481,15349,28651,0,0,0,0,0,0,104539,13519,34651,1,1,1,PPF,0
3252098,45,1,3,15,1524754,610363,301798,348193,21600,1,433428,112209,29511,40228,40468,0,0,0,0,1,0,37791,45489,9772,1,1,1,PPF,1
2624535,56,0,1,4,1151957,618025,402779,195918,21600,1,358044,109210,7973,1863,18048,0,0,0,0,1,1,40790,67027,48137,1,1,1,SSY,0
3289681,39,1,3,21,1505215,558348,633630,298168,21600,1,122424,140434,23316,17860,21784,0,0,0,0,0,0,9566,1684,32140,1,1,1,PPF,1
354676,23,0,2,37,175303,56070,37905,19176,21036,0,0,41838,13038,47939,9231,0,0,0,0,0,0,108162,11962,2061,1,1,1,ELSS,0
2377201,38,1,3,22,977805,439248,374732,172675,21600,1,194004,68394,23579,49328,47998,0,0,0,0,1,0,81606,51421,672,1,1,1,PPF,0
485140,38,1,2,22,175298,70466,67932,57400,21035,1,391212,141737,1086,14159,9426,0,0,0,0,0,0,8263,23914,35841,1,1,1,ELSS,1
2905358,52,0,2,8,1230635,566277,559094,270455,21600,1,490752,79742,11058,17782,22093,0,0,0,0,0,0,70258,13942,32218,1,1,1,NSC,1
2513507,29,1,2,31,932091,301385,313411,57174,21600,0,0,132652,22801,1145,7479,1,130729,1,49753,0,0,17348,2199,48855,1,1,1,ELSS,0
1395063,42,1,2,18,567826,283583,195676,30711,21600,1,207780,107247,11846,24440,28822,1,67934,1,115209,0,0,42753,13154,25560,1,1,1,PPF,0
1583473,30,1,3,30,572223,289493,212685,49038,21600,1,467568,82720,8416,20412,34909,1,178374,0,0,0,0,67280,16584,29588,1,1,1,ELSS,0
1135828,58,1,2,2,530402,251866,140839,3331,21600,1,508584,88561,10271,26566,26919,0,0,1,13888,0,0,61439,14729,23434,1,1,1,NSC,1
3112569,48,0,2,12,1378957,571499,534193,173047,21600,0,0,146498,18023,24657,45303,0,0,0,0,0,0,3502,6977,25343,1,1,1,PPF,1
2089310,56,0,2,4,879454,267903,258734,245677,21600,1,91536,72741,62952,31762,15214,0,0,1,52660,1,0,77259,12048,18238,1,1,1,NSC,0
2512988,24,1,2,36,1007147,406008,283941,278982,21600,1,287856,104950,73480,48666,33333,0,0,0,0,1,1,45050,1520,1334,1,1,1,SSY,1
3053168,40,0,2,20,1176917,482676,271106,138846,21600,1,515016,40948,31987,7878,43718,0,0,1,12123,1,0,109052,43013,42122,1,1,1,ELSS,0
2464707,48,1,3,12,1020630,308907,343573,260021,21600,0,0,103513,21447,1485,7886,0,0,0,0,0,0,46487,3553,48515,1,1,1,PPF,1
863601,47,0,2,13,312256,145488,140671,100344,21600,0,0,83237,56889,32107,36624,0,0,0,0,1,1,66763,18111,17893,1,1,1,SSY,1
2858173,41,1,2,19,1361206,675481,346265,178622,21600,1,252132,68484,4546,6886,4098,0,0,1,14131,0,0,81516,20454,43114,1,1,1,PPF,0
656872,37,1,3,23,294752,115557,105901,56305,21600,1,353544,17428,5423,16149,24088,0,0,0,0,0,1,132572,19577,33851,1,1,1,SSY,0
691616,27,1,1,33,283860,119067,137197,50973,21600,0,0,45298,3958,28738,29982,0,0,0,0,0,0,104702,21042,21262,1,1,1,PPF,0
3406465,52,0,3,8,1614832,675651,323062,236235,21600,1,193500,98,10968,8729,17515,0,0,0,0,0,0,149902,14032,41271,1,1,1,NSC,0
1211953,45,1,1,15,511094,198407,106561,35183,21600,0,0,97247,39247,12837,24496,0,0,1,94672,1,0,52753,35753,37163,1,1,1,PPF,0
2394165,42,1,2,18,916518,444072,263354,279031,21600,1,392712,109471,10860,6857,41302,0,0,0,0,1,1,40529,64140,43143,1,1,1,SSY,0
1136557,40,0,2,20,534316,184089,221842,74648,21600,1,124476,60589,9613,29509,5067,0,0,1,51208,0,0,89411,15387,20491,1,1,1,ELSS,0
3328921,56,0,2,4,1456548,577045,557355,93814,21600,1,164460,100791,2106,22174,42331,0,0,0,0,0,0,49209,22894,27826,1,1,1,NSC,1
1701918,31,1,2,29,681737,250295,225052,90897,21600,1,264876,96846,9862,4909,22624,1,194921,0,0,0,1,53154,15138,45091,1,1,1,SSY,0
1747261,42,0,1,18,737234,229036,318807,42994,21600,1,281316,37383,9138,22061,39407,0,0,1,25535,0,0,112617,15862,27939,1,1,1,PPF,0
3342097,52,1,1,8,1601474,701258,291247,243896,21600,1,274656,115325,1680,4264,16691,1,191457,0,0,0,0,34675,23320,45736,1,1,1,NSC,0
3337828,37,1,2,23,1345336,538924,305740,400157,21600,1,188532,24676,14743,38038,36117,0,0,0,0,0,1,125324,10257,11962,1,1,1,SSY,0
1430776,43,0,3,17,685805,245800,122396,8203,21600,0,0,2533,2783,26367,40280,0,0,0,0,0,0,147467,22217,23633,1,1,1,PPF,0
2511441,52,0,2,8,1244557,612679,484256,294919,21600,0,0,96073,21172,2046,24291,0,0,0,0,0,0,53927,3828,47954,1,1,1,NSC,1
1836822,37,0,3,23,700201,361887,255678,199874,21600,0,0,73699,7678,34307,30649,0,0,0,0,1,1,76301,67322,15693,1,1,1,SSY,0
2456313,30,1,2,30,1212158,417622,447270,221854,21600,1,316608,84065,16268,2246,47494,0,0,0,0,0,0,65935,8732,47754,1,1,1,ELSS,0
2576338,47,1,3,13,1287152,532898,280831,256354,21600,0,0,32211,42388,29604,32456,0,0,0,0,1,1,117789,32612,20396,1,1,1,SSY,0
1147775,24,1,1,36,461432,163878,205718,66567,21600,1,157848,149876,1097,41916,19635,0,0,0,0,0,0,124,23903,8084,1,1,1,PPF,1
2076438,25,1,2,35,783891,341684,273236,133201,21600,1,456852,139265,5763,36688,182,0,0,1,62401,0,0,10735,19237,13312,1,1,1,ELSS,1
1883257,42,0,1,18,883352,470763,184361,194926,21600,1,470004,85336,17586,5720,23604,0,0,0,0,0,0,64664,7414,44280,1,1,1,PPF,1
3040189,52,0,1,8,1357527,737844,302193,36177,21600,1,443340,24199,15811,7596,28026,0,0,0,0,0,0,125801,9189,42404,1,1,1,NSC,0
3238255,24,1,2,36,1208308,622544,387540,169964,21600,1,335976,16519,16473,6593,47083,0,0,0,0,0,0,133481,8527,43407,1,1,1,ELSS,0
1149427,44,1,2,16,547725,197035,158169,133219,21600,1,458772,50668,6071,33926,49516,0,0,0,0,0,0,99332,18929,16074,1,1,1,PPF,0
2378666,39,0,2,21,960269,496802,455537,206087,21600,0,0,86950,18228,47343,22366,0,0,0,0,0,0,63050,6772,2657,1,1,1,ELSS,1
1992112,55,0,2,5,709698,302417,373917,70137,21600,0,0,75400,17629,46708,46301,0,0,0,0,0,0,74600,7371,3292,1,1,1,NSC,1
2507186,54,1,2,6,1197695,528168,466065,252882,21600,0,0,318,20155,20136,22874,0,0,0,0,0,1,149682,4845,29864,1,1,1,SSY,0
2506012,53,1,2,7,1189092,432671,399777,2895,21600,0,0,89343,12780,40487,44760,0,0,0,0,0,1,60657,12220,9513,1,1,1,SSY,1
2339739,42,1,3,18,1001257,410128,202883,277942,21600,1,515340,140550,9803,48423,17301,0,0,0,0,1,0,9450,65197,1577,1,1,1,PPF,1
2979060,36,1,2,24,1067856,334739,413315,321603,21600,1,482184,7936,16308,12171,1750,0,0,0,0,0,0,142064,8692,37829,1,1,1,ELSS,0
1122258,49,1,1,11,542313,247545,204826,52063,21600,1,138468,137791,20872,4317,32164,1,153059,1,14028,0,0,12209,4128,45683,1,1,1,FD,0
1607368,58,0,1,2,564611,267965,306362,39726,21600,1,198168,135077,63170,6103,7545,0,0,0,0,1,0,14923,11830,43897,1,1,1,NSC,1
3201063,53,1,2,7,1189888,420064,357689,95562,21600,1,227124,30401,7734,44329,38997,1,147143,0,0,0,1,119599,17266,5671,1,1,1,SSY,0
1897788,40,1,3,20,675546,325789,177603,177227,21600,1,205392,7037,20909,5783,44141,0,0,0,0,0,0,142963,4091,44217,1,1,1,PPF,0
